"subj_id","left_word","left_number","middle_word","middle_number","right_word","right_number","correct_choice_position","is_catch_trial","participant_response_position_e2","is_consistent","trial_num","chose_gems","chose_onlystones","chose_other","response_position","stoneposition","chose_gems_p2","chose_onlystones_p2","chose_other_p2","response_position_p2","correct_choice_position_p2","rt","rt_p2","mentioned_rule"
"66b5172c8f0bd3b23ce66c22","Bag",4,"Mirror",4,"Rabbit",4,"left",FALSE,"middle",TRUE,1,FALSE,FALSE,TRUE,"middle","right",FALSE,FALSE,TRUE,"middle","left",3696.79999995232,1998.79999995232,FALSE
"5ba60abd9629a90001b36fdc","Paints",1,"Window",5,"Doughnut",5,"right",FALSE,"right",TRUE,1,TRUE,FALSE,FALSE,"right","left",TRUE,FALSE,FALSE,"right","right",10071.6999999881,2312,FALSE
"65dc99d0191a135ab835bf69","Sand",3,"Train",4,"Towels",4,"middle",FALSE,"middle",TRUE,1,TRUE,FALSE,FALSE,"middle","right",TRUE,FALSE,FALSE,"middle","middle",3533.5,3976.5,FALSE
"60fe7bf61c7567f5cca9ade6","Sheep",5,"Pig",2,"Scissors",2,"left",FALSE,"left",TRUE,1,TRUE,FALSE,FALSE,"left","right",TRUE,FALSE,FALSE,"left","left",2505.90000000596,2269.29999999702,TRUE
"5c9d88bb2b3c77001744ec1c","Helicopter",2,"Cake",1,"Zebra",1,"right",FALSE,"right",TRUE,1,TRUE,FALSE,FALSE,"right","middle",TRUE,FALSE,FALSE,"right","right",3472.5,2708.10000000149,FALSE
"5e283f576dbb560114ac7714","Lion",3,"Stool",5,"Bow",5,"middle",FALSE,"left",TRUE,1,FALSE,TRUE,FALSE,"left","left",FALSE,TRUE,FALSE,"left","middle",8892.19999980927,3093.90000009537,FALSE
"62e02b1ed5b0fbc1b1dc09e7","Marker",1,"Wing",3,"Popsicle",3,"middle",FALSE,"middle",FALSE,1,FALSE,TRUE,FALSE,"right","right",TRUE,FALSE,FALSE,"middle","middle",2685.60000002384,2886.69999992847,FALSE
"5ecf9b46617a9b3dd56b3fe3","Belt",5,"Newspaper",4,"Duck",4,"middle",FALSE,"left",TRUE,1,FALSE,FALSE,TRUE,"left","right",FALSE,FALSE,TRUE,"left","middle",5483,5072,TRUE
"590b3401182caf0001ab5801","Paper",4,"Umbrella",5,"CD",5,"middle",FALSE,"middle",TRUE,1,TRUE,FALSE,FALSE,"middle","left",TRUE,FALSE,FALSE,"middle","middle",3297.59999996424,2602.70000004768,FALSE
"65c11389b0d2ba8e63cb8b22","Belt",1,"Toothpaste",5,"Computer",5,"right",FALSE,"middle",TRUE,1,FALSE,FALSE,TRUE,"middle","left",FALSE,FALSE,TRUE,"middle","right",4207.29999995232,2079,FALSE
"5d15160539eeea001683830c","Sheep",4,"Barn",2,"Bottle",2,"right",FALSE,"left",FALSE,1,FALSE,FALSE,TRUE,"middle","left",FALSE,TRUE,FALSE,"left","right",4271.5,4695.59999999963,FALSE
"6620b6a209127dafd5b2dfb9","Leg",5,"Scooter",1,"Swimsuit",1,"left",FALSE,"right",FALSE,1,TRUE,FALSE,FALSE,"left","middle",FALSE,FALSE,TRUE,"right","left",4877.29999995232,3866.89999997616,FALSE
"56c65a5a305eaa0005f2a634","Meat",4,"House",5,"Button",5,"left",FALSE,"middle",TRUE,1,FALSE,TRUE,FALSE,"middle","middle",FALSE,TRUE,FALSE,"middle","left",6849.39999999991,2139,FALSE
"59fb1518b47dfc0001b6659b","Vacuum",3,"Stars",2,"Giraffe",2,"left",FALSE,"right",TRUE,1,FALSE,FALSE,TRUE,"right","middle",FALSE,FALSE,TRUE,"right","left",1723,2382,FALSE
"602c0fc2eff74b4748e9b41e","Money",1,"Candle",5,"Chips",5,"middle",FALSE,"middle",TRUE,1,TRUE,FALSE,FALSE,"middle","left",TRUE,FALSE,FALSE,"middle","middle",3255,1172,FALSE
"5bcc98d1db645700015222b5","Hips",4,"Wagon",1,"Blanket",1,"middle",FALSE,"left",TRUE,1,FALSE,FALSE,TRUE,"left","right",FALSE,FALSE,TRUE,"left","middle",4572.09999999963,1674.09999999963,FALSE
"6773e6e6b205d22a2e097735","Cupcake",4,"Magazine",2,"Snake",2,"right",FALSE,"left",FALSE,1,FALSE,FALSE,TRUE,"middle","left",FALSE,TRUE,FALSE,"left","right",3073.70000004768,2194.20000004768,FALSE
"67505c42a18c872bab88ed42","Sheep",5,"Octopus",5,"Tie",5,"right",FALSE,"right",TRUE,1,TRUE,FALSE,FALSE,"right","left",TRUE,FALSE,FALSE,"right","right",8512.10000002384,1937.80000001192,FALSE
"62a1e021702679d27813a3e2","Swimsuit",2,"Bell",5,"Sticker",5,"right",FALSE,"left",TRUE,1,FALSE,TRUE,FALSE,"left","left",FALSE,TRUE,FALSE,"left","right",4386.90000009537,2293.80000019073,FALSE
"639f294882a3797f77a3dd81","Window",2,"Shoes",3,"Napkin",3,"right",FALSE,"middle",FALSE,1,FALSE,TRUE,FALSE,"left","left",FALSE,FALSE,TRUE,"middle","right",2643,2997.70000004768,FALSE
"654bc148c95bca00d541ec33","Corn",4,"Stamps",3,"Butter",3,"right",FALSE,"left",TRUE,1,FALSE,TRUE,FALSE,"left","left",FALSE,TRUE,FALSE,"left","right",2467.5,3819.69999992847,TRUE
"5d23460ad4c57900192b129c","Zipper",1,"Fly",4,"Boots",4,"middle",FALSE,"middle",TRUE,1,TRUE,FALSE,FALSE,"middle","left",TRUE,FALSE,FALSE,"middle","middle",4140.19999999925,3597.20000000112,FALSE
"67673cda94b4d0cf1a6a7382","Popcorn",5,"Sandwich",1,"Octopus",1,"right",FALSE,"left",TRUE,1,FALSE,FALSE,TRUE,"left","middle",FALSE,FALSE,TRUE,"left","right",2997.29999995232,3996.80000007153,FALSE
"5c4f5967aac8be0001716a65","Cheese",5,"Teapot",4,"Feet",4,"middle",FALSE,"middle",TRUE,1,TRUE,FALSE,FALSE,"middle","left",TRUE,FALSE,FALSE,"middle","middle",4027.5,1788.70000004768,FALSE
"67758c9a30d6819221153393","Stove",5,"Battery",3,"Refrigerator",3,"left",FALSE,"left",FALSE,1,FALSE,FALSE,TRUE,"middle","right",TRUE,FALSE,FALSE,"left","left",3364.29999999702,2866.39999999851,FALSE
"66b37344796f45313433abc8","Bone",5,"Battery",1,"Pants",1,"right",FALSE,"middle",TRUE,1,FALSE,TRUE,FALSE,"middle","middle",FALSE,TRUE,FALSE,"middle","right",3549.39999999851,4920.80000000075,FALSE
"632096b5574155e8727c50cc","Pizza",1,"Glasses",1,"Kangaroo",1,"middle",FALSE,"middle",TRUE,1,TRUE,FALSE,FALSE,"middle","right",TRUE,FALSE,FALSE,"middle","middle",2902.5,3208,FALSE
"66dcc0e54f44ccecf2730c76","Octopus",1,"Movie",1,"Carrots",1,"right",FALSE,"right",TRUE,1,TRUE,FALSE,FALSE,"right","left",TRUE,FALSE,FALSE,"right","right",4826.39999999944,5184.5,TRUE
"60fac7ec133b6bf250d6d668","Shovel",2,"Lion",3,"Hoop",3,"middle",FALSE,"middle",TRUE,1,TRUE,FALSE,FALSE,"middle","right",TRUE,FALSE,FALSE,"middle","middle",2979.80000001192,5379.09999999404,FALSE
"5e459f61418f610891628564","Pan",5,"Bike",2,"Chalk",2,"middle",FALSE,"left",FALSE,1,FALSE,TRUE,FALSE,"right","right",FALSE,FALSE,TRUE,"left","middle",4811.39999985695,4037.59999990463,FALSE
"5e89ec793c01b3685a00bb12","Barn",3,"Table",5,"Net",5,"right",FALSE,"middle",TRUE,1,FALSE,FALSE,TRUE,"middle","left",FALSE,FALSE,TRUE,"middle","right",3583.20000004768,4018,FALSE
"631d197eba06364cbea7fab2","Stove",4,"Stool",1,"Scissors",1,"left",FALSE,"right",TRUE,1,FALSE,FALSE,TRUE,"right","middle",FALSE,FALSE,TRUE,"right","left",7775.20000004768,5898.79999995232,TRUE
"66fd3f6c93c24ecc119be354","Monkey",5,"Glue",3,"Toilet",3,"right",FALSE,"middle",TRUE,1,FALSE,FALSE,TRUE,"middle","left",FALSE,FALSE,TRUE,"middle","right",3504,7439,TRUE
"5af1a4bc6e136b0001411714","Glove",2,"Fish",4,"Giraffe",4,"right",FALSE,"left",TRUE,1,FALSE,FALSE,TRUE,"left","middle",FALSE,FALSE,TRUE,"left","right",3238.60000000149,2236.59999999776,FALSE
"60ed501279c68ea1a313d0aa","Soap",3,"Clock",2,"Clown",2,"left",FALSE,"left",TRUE,1,TRUE,FALSE,FALSE,"left","right",TRUE,FALSE,FALSE,"left","left",2886.89999961853,2768.30000114441,FALSE
"5bf2f728bd9f150001f6cc42","Ostrich",3,"Ice Cream",1,"Zipper",1,"right",FALSE,"right",FALSE,1,FALSE,FALSE,TRUE,"left","middle",TRUE,FALSE,FALSE,"right","right",3918.40000000002,2631.90000000002,FALSE
"59a734ce0c87a000017481ed","Pear",5,"Toothpaste",3,"Barn",3,"left",TRUE,"middle",FALSE,1,TRUE,FALSE,FALSE,"left","right",FALSE,FALSE,TRUE,"middle","left",1665.5,1707.20000004768,FALSE
"615e420a23219efe3427a367","Popsicle",4,"Ankle",2,"Coloring Book",2,"left",FALSE,"middle",TRUE,1,FALSE,FALSE,TRUE,"middle","right",FALSE,FALSE,TRUE,"middle","left",4656.59999990463,4614.70000004768,FALSE
"66b244a2f436437d3e109bbe","Stars",3,"Watch",3,"Cereal",3,"left",FALSE,"left",TRUE,1,TRUE,FALSE,FALSE,"left","right",TRUE,FALSE,FALSE,"left","left",5262.89999985695,4751.30000019073,TRUE
"5f1b05a8703c380d1393bb27","Mountain",2,"Pan",4,"Tummy",4,"left",FALSE,"middle",TRUE,1,FALSE,FALSE,TRUE,"middle","right",FALSE,FALSE,TRUE,"middle","left",4860,4602,FALSE
"6684497541f835bd67a199b2","Puppets",4,"Bird",5,"Tractor",5,"right",FALSE,"right",FALSE,1,FALSE,FALSE,TRUE,"middle","left",TRUE,FALSE,FALSE,"right","right",6778,1852,FALSE
"5eeddefa177a7322144cbc5e","Backpack",3,"Helicopter",4,"Duck",4,"left",FALSE,"left",FALSE,1,FALSE,TRUE,FALSE,"middle","middle",TRUE,FALSE,FALSE,"left","left",3753.70000000298,3675.89999999851,FALSE
"63ee9abfa262bea95766dd9c","Head",4,"Paper",5,"Square",5,"right",FALSE,"middle",FALSE,1,FALSE,TRUE,FALSE,"left","left",FALSE,FALSE,TRUE,"middle","right",5309.09999999998,2206.29999999981,TRUE
"66cfab152c56aa0472529001","Net",1,"Refrigerator",2,"Crackers",2,"left",FALSE,"right",TRUE,1,FALSE,FALSE,TRUE,"right","middle",FALSE,FALSE,TRUE,"right","left",6120.5,5402.39999997616,TRUE
"6571fd9d691befe21fa61d18","Elephant",2,"Grass",5,"Wing",5,"middle",FALSE,"middle",TRUE,1,TRUE,FALSE,FALSE,"middle","left",TRUE,FALSE,FALSE,"middle","middle",13557.6999999881,5534.60000002384,FALSE
"66312361cf5d4099e1330532","Coloring Book",4,"Teeth",4,"Shampoo",4,"middle",FALSE,"right",TRUE,1,FALSE,TRUE,FALSE,"right","right",FALSE,TRUE,FALSE,"right","middle",3074,3497.90000009537,FALSE
"6722ea20fb84b196f0a649b6","Envelope",1,"Soda",4,"Skateboard",4,"middle",FALSE,"middle",FALSE,1,FALSE,FALSE,TRUE,"right","left",TRUE,FALSE,FALSE,"middle","middle",3552.80000001192,2448.90000003576,FALSE
"5ddce9f0f85b50c4fc1515a4","Head",1,"Zipper",5,"Scissors",5,"left",FALSE,"middle",TRUE,1,FALSE,FALSE,TRUE,"middle","right",FALSE,FALSE,TRUE,"middle","left",6857.30000000028,2079.60000000009,FALSE
"5c3bdbf548ad2900017fac31","Soap",4,"Fork",1,"Nest",1,"right",FALSE,"left",TRUE,1,FALSE,FALSE,TRUE,"left","middle",FALSE,FALSE,TRUE,"left","right",6497.19999999553,1829.39999999851,FALSE
"6844a1b95271dfc560af4709","Camera",3,"Slinky",2,"Fingers",2,"middle",FALSE,"middle",TRUE,1,TRUE,FALSE,FALSE,"middle","left",TRUE,FALSE,FALSE,"middle","middle",2401.89999997616,1727.20000004768,FALSE
"616ef680ab8ca318a227f5ec","Shampoo",4,"Milk",2,"Kangaroo",2,"right",FALSE,"left",TRUE,1,FALSE,FALSE,TRUE,"left","middle",FALSE,FALSE,TRUE,"left","right",3749.89999997616,2077.20000004768,FALSE
"66d9cd06e207a93377f7820e","Scissors",5,"Pear",1,"Shoulders",1,"middle",TRUE,"middle",TRUE,1,TRUE,FALSE,FALSE,"middle","left",TRUE,FALSE,FALSE,"middle","middle",3911.30000007153,4952.89999997616,TRUE
"5962a5b29955ee00015bce98","Monkey",2,"Jacket",5,"Can",5,"right",FALSE,"right",FALSE,1,FALSE,TRUE,FALSE,"middle","middle",TRUE,FALSE,FALSE,"right","right",5911.59999999404,2031.80000001192,TRUE
"641384b3dffcf39ec42d3c23","Toothpaste",5,"Bottle",1,"Yogurt",1,"left",FALSE,"left",TRUE,1,TRUE,FALSE,FALSE,"left","right",TRUE,FALSE,FALSE,"left","left",4574.39999997616,3983.5,FALSE
"59692d61355b45000106c592","Popcorn",1,"Phone",4,"Hammer",4,"left",FALSE,"middle",TRUE,1,FALSE,TRUE,FALSE,"middle","middle",FALSE,TRUE,FALSE,"middle","left",4749.69999998808,5373.80000001192,FALSE
"5dd05d80b2204f1487f7812c","Earring",3,"Sandwich",2,"Candle",2,"left",FALSE,"left",TRUE,1,TRUE,FALSE,FALSE,"left","middle",TRUE,FALSE,FALSE,"left","left",3262.60000000149,3413,FALSE
"6321d9c78e8e3c04f82a0ea0","Nose",3,"Pie",5,"Broom",5,"right",FALSE,"middle",TRUE,1,FALSE,FALSE,TRUE,"middle","left",FALSE,FALSE,TRUE,"middle","right",2279.10000002384,2148.39999997616,FALSE
"632d189d6b8f03d0d3db4c48","Towels",2,"Hips",2,"Sun",2,"middle",FALSE,"right",TRUE,1,FALSE,TRUE,FALSE,"right","right",FALSE,TRUE,FALSE,"right","middle",3469.10000000009,4786.10000000009,TRUE
"63b3377ca1ccdfc7cc567503","Battery",4,"Boots",2,"Hands",2,"right",FALSE,"right",TRUE,1,TRUE,FALSE,FALSE,"right","left",TRUE,FALSE,FALSE,"right","right",5104,5481,TRUE
"6678813aec86d687a654dedb","Bottle",5,"Toy",5,"Circle",5,"middle",FALSE,"left",FALSE,1,TRUE,FALSE,FALSE,"middle","left",FALSE,TRUE,FALSE,"left","middle",3671.09999990463,5038.40000009537,FALSE
"55cce6ea34e90600058d1e6d","Horse",3,"Dress",1,"Yogurt",1,"right",FALSE,"left",TRUE,1,FALSE,FALSE,TRUE,"left","middle",FALSE,FALSE,TRUE,"left","right",6307,1941,FALSE
"6658bba1a51a037d25bb677e","Sofa",4,"Fire",3,"Paints",3,"middle",FALSE,"middle",FALSE,1,FALSE,TRUE,FALSE,"left","left",TRUE,FALSE,FALSE,"middle","middle",5213.5,2491.89999999106,TRUE
"60f5df9db9380d875c320307","Vacuum",3,"Radio",2,"Plate",2,"middle",FALSE,"middle",FALSE,1,FALSE,TRUE,FALSE,"left","left",TRUE,FALSE,FALSE,"middle","middle",5105.90000003576,3189.80000001192,FALSE
"63d5b810f3dbbd11e7e65870","Toilet",1,"Bandaid",3,"Tractor",3,"right",FALSE,"left",FALSE,1,FALSE,TRUE,FALSE,"middle","middle",FALSE,FALSE,TRUE,"left","right",4093.30000007153,3430.10000002384,FALSE
"66d1fdd400acfdbc181f41e0","Scissors",4,"House",1,"Pan",1,"left",FALSE,"left",TRUE,1,TRUE,FALSE,FALSE,"left","middle",TRUE,FALSE,FALSE,"left","left",9418.69999980926,4539.90000009537,FALSE
"67b636c4ea38855cbb08ffe3","Bacon",3,"Rope",1,"Stars",1,"left",FALSE,"right",FALSE,1,FALSE,TRUE,FALSE,"middle","middle",FALSE,FALSE,TRUE,"right","left",7088.89999997616,4986.70000004768,FALSE
"5e1b795dc799223a3b447ada","Bucket",3,"Yo-yo",4,"Cherry",4,"right",TRUE,"middle",FALSE,1,TRUE,FALSE,FALSE,"right","left",FALSE,FALSE,TRUE,"middle","right",1851.89999999851,6176.39999999851,FALSE
"5c5cad3e4ee81200018eafe2","Backpack",5,"Shirt",4,"Comb",4,"left",FALSE,"left",FALSE,1,FALSE,TRUE,FALSE,"middle","middle",TRUE,FALSE,FALSE,"left","left",4498.5,2533.19999998808,FALSE
"5bc5be2572df5f00014479f9","Keys",3,"Feather",1,"Coloring Book",1,"middle",FALSE,"right",FALSE,1,FALSE,TRUE,FALSE,"left","left",FALSE,FALSE,TRUE,"right","middle",5875.5,3217.20000000112,FALSE
"5f8f436e4676a71879786b95","Cake",2,"Strawberries",3,"Eyes",3,"middle",TRUE,"middle",TRUE,1,TRUE,FALSE,FALSE,"middle","right",TRUE,FALSE,FALSE,"middle","middle",1580.09999999404,2013.60000000894,FALSE
"669053bbebafdd430e770142","Lizard",5,"Mailbox",5,"Grapes",5,"right",TRUE,"right",TRUE,1,TRUE,FALSE,FALSE,"right","left",TRUE,FALSE,FALSE,"right","right",1677,2325.10000038147,FALSE
"677419f93048c66d62d2bf87","Pancakes",4,"Popsicle",1,"Oranges",1,"right",TRUE,"right",TRUE,1,TRUE,FALSE,FALSE,"right","middle",TRUE,FALSE,FALSE,"right","right",3816,2468,FALSE
"574aff1b5bef980007af2745","Pancakes",3,"Kangaroo",1,"Lion",1,"right",FALSE,"middle",FALSE,1,FALSE,FALSE,TRUE,"left","middle",FALSE,TRUE,FALSE,"middle","right",8357,6080,FALSE
"58404fd8ad98e40001ce915f","Mailbox",5,"Pillow",3,"Whistle",3,"middle",FALSE,"middle",FALSE,1,FALSE,TRUE,FALSE,"left","left",TRUE,FALSE,FALSE,"middle","middle",3635.09999999776,4436.39999999851,FALSE
"5de8887aa2db898017debf1a","Stars",3,"Octopus",5,"Coloring Book",5,"middle",FALSE,"middle",TRUE,1,TRUE,FALSE,FALSE,"middle","right",TRUE,FALSE,FALSE,"middle","middle",8081.5,2481,FALSE
"59d949cf8fd07a000184247e","Bag",3,"Peas",3,"Sandals",3,"left",FALSE,"middle",FALSE,1,FALSE,FALSE,TRUE,"right","middle",FALSE,TRUE,FALSE,"middle","left",4272,2236.60000002384,FALSE
"662945728093113a43ab8077","Pot",5,"Fries",3,"Earring",3,"middle",FALSE,"middle",FALSE,1,FALSE,TRUE,FALSE,"left","left",TRUE,FALSE,FALSE,"middle","middle",5958.29999995232,4349,TRUE
"676058418c08c71e4bb7cbd1","Socks",3,"Nose",5,"Boots",5,"right",FALSE,"middle",TRUE,1,FALSE,TRUE,FALSE,"middle","middle",FALSE,TRUE,FALSE,"middle","right",10287.7999999523,3089.29999995232,TRUE
"6643d22289210a4edf21e84d","Chair",5,"Towels",5,"Cheese",5,"left",FALSE,"right",TRUE,1,FALSE,FALSE,TRUE,"right","middle",FALSE,FALSE,TRUE,"right","left",1840.79999995232,2187.59999990463,FALSE
"58954e2dc88c680001dd4b7e","Lizard",5,"Balls",2,"Tie",2,"left",FALSE,"left",TRUE,1,TRUE,FALSE,FALSE,"left","middle",TRUE,FALSE,FALSE,"left","left",4826.60000000149,2184.09999999776,TRUE
"5b757a03976ecb0001b1168f","Rock",5,"Swimsuit",2,"Tricycle",2,"left",FALSE,"left",TRUE,1,TRUE,FALSE,FALSE,"left","middle",TRUE,FALSE,FALSE,"left","left",5203.09999990463,1645.70000004768,FALSE
"681b781064a5701a5ceee3bc","Glove",1,"Candle",3,"Bat",3,"right",FALSE,"right",TRUE,1,TRUE,FALSE,FALSE,"right","middle",TRUE,FALSE,FALSE,"right","right",2678.5,4031.5,TRUE
"6716c6700f376dc7f534af9d","Slide",4,"Cow",5,"Kangaroo",5,"left",FALSE,"right",FALSE,1,FALSE,TRUE,FALSE,"middle","middle",FALSE,FALSE,TRUE,"right","left",14395.4000000954,4343.19999980927,FALSE
"671a3ac3dada5efe6d439698","Oranges",4,"Computer",3,"Ankle",3,"left",TRUE,"left",TRUE,1,TRUE,FALSE,FALSE,"left","middle",TRUE,FALSE,FALSE,"left","left",1987,6993.2999997139,FALSE
"676b89007874c8eace113276","Stick",3,"Cow",5,"Bowl",5,"left",FALSE,"left",FALSE,1,FALSE,TRUE,FALSE,"middle","middle",TRUE,FALSE,FALSE,"left","left",6725,1763,FALSE
"6825af939111d286546fdde6","Books",2,"Mouth",4,"Yogurt",4,"middle",FALSE,"right",TRUE,1,FALSE,TRUE,FALSE,"right","right",FALSE,TRUE,FALSE,"right","middle",4905.10000014305,4147.09999990463,FALSE
"67164c92298409e37c670b3d","Cookies",1,"Clown",4,"Triangle",4,"right",FALSE,"middle",TRUE,1,FALSE,FALSE,TRUE,"middle","left",FALSE,FALSE,TRUE,"middle","right",3826.5,4088,FALSE
"682b3f63d0e2c4eff64fe664","Dress",4,"Moon",4,"Stick",4,"middle",FALSE,"middle",TRUE,1,TRUE,FALSE,FALSE,"middle","left",TRUE,FALSE,FALSE,"middle","middle",3852.60000002384,2379.59999999404,TRUE
"5d3695969749cc00165c222f","Butter",3,"Door",2,"Soup",2,"left",FALSE,"left",FALSE,1,FALSE,FALSE,TRUE,"middle","right",TRUE,FALSE,FALSE,"left","left",4175.69999998808,1223.30000001192,TRUE
"664521e03117b782ed4fff45","Crackers",3,"Money",3,"Movie",3,"middle",FALSE,"left",FALSE,1,FALSE,FALSE,TRUE,"right","left",FALSE,TRUE,FALSE,"left","middle",6340.29999999702,4552.20000000298,FALSE
"6773dea609f77d473900997a","Video Tape",4,"Pants",5,"Pool",5,"left",FALSE,"left",TRUE,1,TRUE,FALSE,FALSE,"left","middle",TRUE,FALSE,FALSE,"left","left",11871.9000000358,6108.89999997616,TRUE
"637fcee60a8378c1c3a65898","CD",3,"Bell",1,"Shorts",1,"right",FALSE,"right",TRUE,1,TRUE,FALSE,FALSE,"right","middle",TRUE,FALSE,FALSE,"right","right",7510.19999998808,2763.19999998808,FALSE
"63f77a5dde1ea03305e119e0","Fingers",3,"Jump rope",5,"Shoes",5,"middle",FALSE,"left",TRUE,1,FALSE,FALSE,TRUE,"left","right",FALSE,FALSE,TRUE,"left","middle",4747.40000000224,1346.09999999776,FALSE
"5fbf90f025a567296d943c7e","Refrigerator",4,"Table",3,"Pen",3,"left",FALSE,"left",TRUE,1,TRUE,FALSE,FALSE,"left","middle",TRUE,FALSE,FALSE,"left","left",6109.39999985695,3061.09999990463,FALSE
"636d6ce3fb3683ff33f9e514","Sofa",2,"Spiderweb",2,"Circle",2,"right",FALSE,"right",TRUE,1,TRUE,FALSE,FALSE,"right","middle",TRUE,FALSE,FALSE,"right","right",6095,2604,FALSE
"5af2a03697a14300017d2ba4","Mountain",5,"Chair",3,"Camera",3,"right",FALSE,"left",TRUE,1,FALSE,FALSE,TRUE,"left","middle",FALSE,FALSE,TRUE,"left","right",6450,5130,FALSE
"60e3a25e8be835f754795d93","Mouse",3,"Nest",1,"Ankle",1,"right",FALSE,"left",TRUE,1,FALSE,TRUE,FALSE,"left","left",FALSE,TRUE,FALSE,"left","right",3439.7999997139,2687.09999990463,TRUE
"66b5172c8f0bd3b23ce66c22","Wheel",4,"Suitcase",1,"Shampoo",1,"middle",FALSE,"right",TRUE,2,FALSE,TRUE,FALSE,"right","right",FALSE,TRUE,FALSE,"right","middle",2450.59999990463,1931.89999997616,FALSE
"5ba60abd9629a90001b36fdc","String",4,"Newspaper",1,"Soap",1,"right",FALSE,"right",FALSE,2,FALSE,TRUE,FALSE,"left","left",TRUE,FALSE,FALSE,"right","right",4656.30000001192,4357.19999998808,FALSE
"65dc99d0191a135ab835bf69","Marker",5,"Puppets",3,"Dress",3,"left",FALSE,"left",TRUE,2,TRUE,FALSE,FALSE,"left","right",TRUE,FALSE,FALSE,"left","left",3042.59999999776,1920.5,FALSE
"60fe7bf61c7567f5cca9ade6","Bat",4,"Shampoo",1,"Button",1,"left",FALSE,"right",TRUE,2,FALSE,TRUE,FALSE,"right","right",FALSE,TRUE,FALSE,"right","left",3505.20000000298,2402.59999999404,TRUE
"5c9d88bb2b3c77001744ec1c","Bone",2,"Toes",4,"Pajamas",4,"right",FALSE,"right",FALSE,2,FALSE,TRUE,FALSE,"middle","middle",TRUE,FALSE,FALSE,"right","right",2798.39999999851,2511,FALSE
"5e283f576dbb560114ac7714","Wheel",1,"Envelope",3,"Hoop",3,"right",FALSE,"left",TRUE,2,FALSE,TRUE,FALSE,"left","left",FALSE,TRUE,FALSE,"left","right",7711.10000014305,10542.7999999523,FALSE
"62e02b1ed5b0fbc1b1dc09e7","Elbow",3,"String",1,"Tape",1,"middle",FALSE,"left",TRUE,2,FALSE,FALSE,TRUE,"left","right",FALSE,FALSE,TRUE,"left","middle",2758.29999995232,1655.60000002384,FALSE
"5ecf9b46617a9b3dd56b3fe3","Popsicle",2,"Tummy",4,"Watch",4,"middle",FALSE,"left",FALSE,2,FALSE,TRUE,FALSE,"right","right",FALSE,FALSE,TRUE,"left","middle",4310.39999997616,3107.60000002384,TRUE
"590b3401182caf0001ab5801","Crown",3,"Popsicle",5,"Chips",5,"middle",FALSE,"middle",TRUE,2,TRUE,FALSE,FALSE,"middle","left",TRUE,FALSE,FALSE,"middle","middle",2961.5,2057.30000001192,FALSE
"65c11389b0d2ba8e63cb8b22","Hoop",1,"Umbrella",5,"Peas",5,"middle",FALSE,"middle",FALSE,2,FALSE,TRUE,FALSE,"left","left",TRUE,FALSE,FALSE,"middle","middle",2279.90000009537,2493.39999985695,FALSE
"5d15160539eeea001683830c","Soup",1,"Dolls",5,"Monkey",5,"middle",FALSE,"middle",TRUE,2,TRUE,FALSE,FALSE,"middle","left",TRUE,FALSE,FALSE,"middle","middle",3997.09999999963,3906.59999999963,FALSE
"6620b6a209127dafd5b2dfb9","Nose",1,"Rock",5,"Yogurt",5,"left",FALSE,"right",FALSE,2,FALSE,TRUE,FALSE,"middle","middle",FALSE,FALSE,TRUE,"right","left",3236.19999998808,2842.10000002384,FALSE
"56c65a5a305eaa0005f2a634","Umbrella",2,"Computer",3,"Blocks",3,"right",FALSE,"right",TRUE,2,TRUE,FALSE,FALSE,"right","middle",TRUE,FALSE,FALSE,"right","right",1872.39999999991,2695.39999999944,FALSE
"59fb1518b47dfc0001b6659b","Snow",2,"Toothpaste",3,"Glue",3,"left",FALSE,"middle",TRUE,2,FALSE,TRUE,FALSE,"middle","middle",FALSE,TRUE,FALSE,"middle","left",2503,2406,FALSE
"602c0fc2eff74b4748e9b41e","Popcorn",4,"Flashlight",5,"Scooter",5,"middle",FALSE,"middle",TRUE,2,TRUE,FALSE,FALSE,"middle","left",TRUE,FALSE,FALSE,"middle","middle",1872,4208,FALSE
"5bcc98d1db645700015222b5","Bed",4,"Sink",2,"Belt",2,"left",FALSE,"left",TRUE,2,TRUE,FALSE,FALSE,"left","right",TRUE,FALSE,FALSE,"left","left",2730.70000000112,5229.5,FALSE
"6773e6e6b205d22a2e097735","Shampoo",4,"Carrots",4,"Camera",4,"middle",FALSE,"middle",TRUE,2,TRUE,FALSE,FALSE,"middle","left",TRUE,FALSE,FALSE,"middle","middle",1031,1949.59999990463,FALSE
"67505c42a18c872bab88ed42","Dog",5,"String",2,"Button",2,"right",FALSE,"right",FALSE,2,FALSE,FALSE,TRUE,"middle","left",TRUE,FALSE,FALSE,"right","right",2868.5,2762.29999995232,FALSE
"62a1e021702679d27813a3e2","Fork",2,"Flower",3,"Tummy",3,"right",FALSE,"left",FALSE,2,FALSE,FALSE,TRUE,"middle","left",FALSE,TRUE,FALSE,"left","right",4396.69999980927,2813.79999995232,FALSE
"639f294882a3797f77a3dd81","Bed",4,"Airplane",1,"Hanger",1,"middle",FALSE,"right",FALSE,2,FALSE,TRUE,FALSE,"left","left",FALSE,FALSE,TRUE,"right","middle",2398.5,3591.30000007153,FALSE
