success,trial_type,trial_index,time_elapsed,internal_node_id,STUDY_ID,PROLIFIC_PID,SESSION_ID,participant_number,reconstruction_instructions,comprehend_reconstruction,nonpretend_instructions,comprehend_np,nickname,bonus,condition,view_history,rt,responses,question_order,correct,test_part,grid,already_clicked,click_log,final_grid_state,num_clicks,cheat,round_points,misses,grid_number
,instructions,10,733373,0.0-4.0-4.0-1.1,6978f7723afd6296bd3c6be6,662948ed99960b11f2f8e3fe,6978fbe7123a2347afd6403a,261,1,TRUE,1,TRUE,Player 261,60,asymmetric,"[{""""page_index"""":0,""""viewing_time"""":1452.3999999761581}]",1452.60000002384,"","",,"","","","","",,,,,
,findSquares,11,754546,0.0-4.0-4.0-0.2,6978f7723afd6296bd3c6be6,662948ed99960b11f2f8e3fe,6978fbe7123a2347afd6403a,261,1,TRUE,1,TRUE,Player 261,60,asymmetric,"",,"","",,non-pretend,"[['1', '1', '1', '0', '0', '1'], ['0', '0', '0', '0', '0', '1'], ['0', '0', '0', '0', '0', '0'], ['0', '0', '0', '0', '1', '0'], ['1', '1', '0', '1', '1', '0'], ['0', '0', '0', '0', '0', '0']]","[[0, 1], [0, 5], [4, 0], [4, 4]]","{'i': [4, 0, 1, 3, 4, 4, 0, 1, 1, 1, 2, 5, 3, 5, 4, 3, 5, 0, 3], 'j': [5, 4, 1, 0, 1, 3, 2, 5, 2, 4, 5, 0, 1, 1, 2, 3, 4, 0, 4], 't': [2212.600000023842, 3112.399999976158, 3933.2999999523163, 4683.399999976158, 5190.399999976158, 6102.299999952316, 7068.399999976158, 8249.399999976158, 9987.299999952316, 10696.600000023842, 11354.399999976158, 12736.399999976158, 13681.299999952316, 14402.299999952316, 14756.399999976158, 16095.399999976158, 16758.299999952316, 17647.299999952316, 19166.299999952316], 'hit': ['0', '0', '0', '0', '1', '1', '1', '1', '0', '0', '0', '0', '0', '0', '0', '0', '0', '1', '1'], 'b': []}","[['black', 'black', 'black', 'unknown', 'white', 'black'], ['unknown', 'white', 'white', 'unknown', 'white', 'black'], ['unknown', 'unknown', 'unknown', 'unknown', 'unknown', 'white'], ['white', 'white', 'unknown', 'white', 'black', 'unknown'], ['black', 'black', 'white', 'black', 'black', 'white'], ['white', 'white', 'unknown', 'unknown', 'white', 'unknown']]",19,0,13,,10
,instructions,12,755962,0.0-4.0-4.0-1.2,6978f7723afd6296bd3c6be6,662948ed99960b11f2f8e3fe,6978fbe7123a2347afd6403a,261,1,TRUE,1,TRUE,Player 261,60,asymmetric,"[{""""page_index"""":0,""""viewing_time"""":1414.8999999761581}]",1415,"","",,"","","","","",,,,,
,findSquares,13,791391,0.0-4.0-4.0-0.3,6978f7723afd6296bd3c6be6,662948ed99960b11f2f8e3fe,6978fbe7123a2347afd6403a,261,1,TRUE,1,TRUE,Player 261,60,asymmetric,"",,"","",,non-pretend,"[['0', '0', '0', '0', '0', '0'], ['0', '0', '0', '0', '0', '0'], ['0', '1', '1', '1', '0', '0'], ['0', '0', '1', '0', '0', '1'], ['1', '1', '0', '0', '0', '1'], ['1', '0', '0', '0', '0', '1']]","[[2, 2], [4, 1], [4, 5]]","{'i': [3, 5, 1, 4, 2, 4, 3, 2, 3, 5, 3, 1, 5, 4, 1, 3, 2, 2, 2, 3], 'j': [1, 5, 2, 2, 1, 0, 5, 3, 0, 0, 4, 1, 4, 4, 3, 3, 0, 4, 5, 2], 't': [1575.3999999761581, 2999.7999999523163, 4418.700000047684, 5343.200000047684, 6442.5, 7311.399999976158, 9421.200000047684, 10792.299999952316, 15507.5, 16609.700000047684, 21241.399999976158, 24552.399999976158, 25209.399999976158, 26162.399999976158, 27962.299999952316, 28632.399999976158, 29816.399999976158, 30733.399999976158, 31972.200000047684, 33420.39999997616], 'hit': ['0', '1', '0', '0', '1', '1', '1', '1', '0', '1', '0', '0', '0', '0', '0', '0', '0', '0', '0', '1'], 'b': []}","[['unknown', 'unknown', 'unknown', 'unknown', 'unknown', 'unknown'], ['unknown', 'white', 'white', 'white', 'unknown', 'unknown'], ['white', 'black', 'black', 'black', 'white', 'white'], ['white', 'white', 'black', 'white', 'white', 'black'], ['black', 'black', 'white', 'unknown', 'white', 'black'], ['black', 'unknown', 'unknown', 'unknown', 'white', 'black']]",20,0,13,,8
,instructions,14,792930,0.0-4.0-4.0-1.3,6978f7723afd6296bd3c6be6,662948ed99960b11f2f8e3fe,6978fbe7123a2347afd6403a,261,1,TRUE,1,TRUE,Player 261,60,asymmetric,"[{""""page_index"""":0,""""viewing_time"""":1538.1999999284744}]",1538.5,"","",,"","","","","",,,,,
,instructions,15,795155,0.0-4.0-5.0,6978f7723afd6296bd3c6be6,662948ed99960b11f2f8e3fe,6978fbe7123a2347afd6403a,261,1,TRUE,1,TRUE,Player 261,60,asymmetric,"[{""""page_index"""":0,""""viewing_time"""":2225.3000000715256}]",2225.5,"","",,"","","","","",,,,,
,instructions,16,848573,0.0-4.0-6.0-0.0,6978f7723afd6296bd3c6be6,662948ed99960b11f2f8e3fe,6978fbe7123a2347afd6403a,261,1,TRUE,1,TRUE,Player 261,60,asymmetric,"[{""""page_index"""":0,""""viewing_time"""":3234.100000023842},{""""page_index"""":1,""""viewing_time"""":18961.100000023842},{""""page_index"""":2,""""viewing_time"""":9506.299999952316},{""""page_index"""":3,""""viewing_time"""":21715.600000023842}]",53417.1000000239,"","",,"","","","","",,,,,
,survey-multi-choice,17,852643,0.0-4.0-6.0-1.0,6978f7723afd6296bd3c6be6,662948ed99960b11f2f8e3fe,6978fbe7123a2347afd6403a,261,1,TRUE,1,TRUE,Player 261,60,asymmetric,"",4068.89999997616,"{""""Q0"""":""""... <b>repeat</b> my clicks from the first round, in the same order""""}",[0],1,multichoice_reconstruction,"","","","",,,,,
,instructions,18,877358,0.0-4.0-7.0,6978f7723afd6296bd3c6be6,662948ed99960b11f2f8e3fe,6978fbe7123a2347afd6403a,261,1,TRUE,1,TRUE,Player 261,60,asymmetric,"[{""""page_index"""":0,""""viewing_time"""":24715}]",24715.2999999523,"","",,"","","","","",,,,,
,findSquares,19,932901,0.0-4.0-8.0,6978f7723afd6296bd3c6be6,662948ed99960b11f2f8e3fe,6978fbe7123a2347afd6403a,261,1,TRUE,1,TRUE,Player 261,60,asymmetric,"",,"","",,memory,"[['0', '0', '0', '0', '0', '0'], ['1', '1', '0', '0', '1', '1'], ['0', '0', '0', '0', '0', '0'], ['1', '0', '0', '0', '0', '1'], ['1', '1', '0', '0', '1', '1'], ['0', '0', '0', '0', '0', '0']]","[[1, 1], [1, 5], [3, 5], [4, 0]]","{'i': [1, 1, 3, 4, 2, 2, 2, 2, 1, 1, 5, 0, 0, 5, 0, 0, 3, 4, 4], 'j': [0, 4, 0, 5, 0, 5, 4, 1, 3, 2, 0, 1, 4, 5, 5, 0, 1, 4, 1], 't': [3217, 5444, 10239, 10950, 19783.099999904633, 20619.5, 22950.099999904633, 23537.099999904633, 43589.89999997616, 44132.09999990463, 45546.89999997616, 46991, 47721.799999952316, 48713.89999997616, 49684.199999928474, 50795.09999990463, 51558, 52938.799999952316, 53533.89999997616], 'hit': ['1', '1', '1', '1', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '1', '1'], 'b': []}","[['white', 'white', 'unknown', 'unknown', 'white', 'white'], ['black', 'black', 'white', 'white', 'black', 'black'], ['white', 'white', 'unknown', 'unknown', 'white', 'white'], ['black', 'white', 'unknown', 'unknown', 'unknown', 'black'], ['black', 'black', 'unknown', 'unknown', 'black', 'black'], ['white', 'unknown', 'unknown', 'unknown', 'unknown', 'white']]",19,0,13,,1
,survey-multi-choice,20,944735,0.0-4.0-9.0,6978f7723afd6296bd3c6be6,662948ed99960b11f2f8e3fe,6978fbe7123a2347afd6403a,261,1,TRUE,1,TRUE,Player 261,60,asymmetric,"",11832.8999999762,"{""""Q0"""":""""... <b>the same number of</b> white cards""""}",[0],,estimate,"","","","",,,,,
,survey-text,21,1011087,0.0-4.0-10.0,6978f7723afd6296bd3c6be6,662948ed99960b11f2f8e3fe,6978fbe7123a2347afd6403a,261,1,TRUE,1,TRUE,Player 261,60,asymmetric,"",66350.2999999523,"{""""worker_comments"""":""""It was engaging, the puzzles were challenging. The bonus round twist was clever!""""}","",,"","","","","",,,,,
,instructions,22,1014945,0.0-4.0-11.0,6978f7723afd6296bd3c6be6,662948ed99960b11f2f8e3fe,6978fbe7123a2347afd6403a,261,1,TRUE,1,TRUE,Player 261,60,asymmetric,"[{""""page_index"""":0,""""viewing_time"""":3857.600000023842}]",3857.79999995232,"","",,"","","","","",,,,,
1,fullscreen,0,38569,0.0-0.0,6978f7723afd6296bd3c6be6,62b9c2f1e55fe9f17dfedc5d,6978fc55edc0f6ba1796bf39,262,2,TRUE,1,TRUE,Player 262,41,asymmetric,"",,"","",,"","","","","",,,,,
,instructions,1,186563,0.0-1.0,6978f7723afd6296bd3c6be6,62b9c2f1e55fe9f17dfedc5d,6978fc55edc0f6ba1796bf39,262,2,TRUE,1,TRUE,Player 262,41,asymmetric,"[{""""page_index"""":0,""""viewing_time"""":12423.999999999993},{""""page_index"""":1,""""viewing_time"""":43390},{""""page_index"""":2,""""viewing_time"""":8925.000000000015},{""""page_index"""":3,""""viewing_time"""":4226},{""""page_index"""":4,""""viewing_time"""":79023.00000000001}]",147989,"","",,"","","","","",,,,,
,survey-multi-choice,2,193190,0.0-2.0,6978f7723afd6296bd3c6be6,62b9c2f1e55fe9f17dfedc5d,6978fc55edc0f6ba1796bf39,262,2,TRUE,1,TRUE,Player 262,41,asymmetric,"",6625,"{""""Q0"""":""""... find all black cards whilst revealing as <b>few white cards</b> as possible""""}",[0],1,multichoice_part1,"","","","",,,,,
,instructions,3,197038,0.0-4.0-0.0,6978f7723afd6296bd3c6be6,62b9c2f1e55fe9f17dfedc5d,6978fc55edc0f6ba1796bf39,262,2,TRUE,1,TRUE,Player 262,41,asymmetric,"[{""""page_index"""":0,""""viewing_time"""":3847.000000000029}]",3847.00000000003,"","",,"","","","","",,,,,
,findSquares,4,217843,0.0-4.0-1.0,6978f7723afd6296bd3c6be6,62b9c2f1e55fe9f17dfedc5d,6978fc55edc0f6ba1796bf39,262,2,TRUE,1,TRUE,Player 262,41,asymmetric,"",,"","",,"","[['0', '0', '0', '0'], ['1', '1', '1', '1'], ['1', '1', '1', '1'], ['0', '0', '0', '0']]","[[2, 2]]","{'i': [2, 0, 3, 1, 1, 3, 2, 1, 1, 2], 'j': [1, 0, 3, 2, 1, 1, 0, 0, 3, 3], 't': [942, 2805, 6411, 7482, 8210, 9004.00000000003, 16024, 16978, 18140, 18795], 'hit': ['1', '0', '0', '1', '1', '0', '1', '1', '1', '1'], 'b': []}","[['white', 'unknown', 'unknown', 'unknown'], ['black', 'black', 'black', 'black'], ['black', 'black', 'black', 'black'], ['unknown', 'white', 'unknown', 'white']]",10,0,5,,
,instructions,5,223075,0.0-4.0-2.0,6978f7723afd6296bd3c6be6,62b9c2f1e55fe9f17dfedc5d,6978fc55edc0f6ba1796bf39,262,2,TRUE,1,TRUE,Player 262,41,asymmetric,"[{""""page_index"""":0,""""viewing_time"""":5230}]",5231,"","",,"","","","","",,,,,
,instructions,6,226517,0.0-4.0-3.0,6978f7723afd6296bd3c6be6,62b9c2f1e55fe9f17dfedc5d,6978fc55edc0f6ba1796bf39,262,2,TRUE,1,TRUE,Player 262,41,asymmetric,"[{""""page_index"""":0,""""viewing_time"""":1868},{""""page_index"""":1,""""viewing_time"""":1572}]",3440,"","",,"","","","","",,,,,
,findSquares,7,269237,0.0-4.0-4.0-0.0,6978f7723afd6296bd3c6be6,62b9c2f1e55fe9f17dfedc5d,6978fc55edc0f6ba1796bf39,262,2,TRUE,1,TRUE,Player 262,41,asymmetric,"",,"","",,non-pretend,"[['0', '0', '0', '0', '0', '0'], ['1', '1', '0', '0', '1', '1'], ['0', '0', '0', '0', '0', '0'], ['1', '0', '0', '0', '0', '1'], ['1', '1', '0', '0', '1', '1'], ['0', '0', '0', '0', '0', '0']]","[[1, 1], [1, 5], [3, 5], [4, 0]]","{'i': [2, 5, 2, 5, 4, 3, 1, 1, 0, 1, 2, 3, 5, 5, 5, 4, 4, 4, 3, 3, 3, 4], 'j': [1, 0, 5, 5, 5, 4, 4, 3, 0, 0, 0, 0, 2, 1, 4, 3, 2, 1, 1, 2, 3, 4], 't': [14418.99999999997, 18084, 19960.99999999997, 21375.99999999997, 22076.99999999997, 23604.99999999997, 25283.99999999997, 26110.99999999997, 28866, 29763, 30486.99999999997, 31258.99999999997, 32701.99999999997, 33516.99999999994, 35556.99999999997, 36612.99999999997, 37491.99999999997, 38203.99999999997, 38926.00000000003, 39684.99999999997, 40216.99999999997, 40716.99999999997], 'hit': ['0', '0', '0', '0', '1', '0', '1', '0', '0', '1', '0', '1', '0', '0', '0', '0', '0', '1', '0', '0', '0', '1'], 'b': []}","[['white', 'unknown', 'unknown', 'unknown', 'unknown', 'unknown'], ['black', 'black', 'unknown', 'white', 'black', 'black'], ['white', 'white', 'unknown', 'unknown', 'unknown', 'white'], ['black', 'white', 'white', 'white', 'white', 'black'], ['black', 'black', 'white', 'white', 'black', 'black'], ['white', 'white', 'white', 'unknown', 'white', 'white']]",22,0,10,,1
,instructions,8,273929,0.0-4.0-4.0-1.0,6978f7723afd6296bd3c6be6,62b9c2f1e55fe9f17dfedc5d,6978fc55edc0f6ba1796bf39,262,2,TRUE,1,TRUE,Player 262,41,asymmetric,"[{""""page_index"""":0,""""viewing_time"""":4690}]",4690,"","",,"","","","","",,,,,
,findSquares,9,303853,0.0-4.0-4.0-0.1,6978f7723afd6296bd3c6be6,62b9c2f1e55fe9f17dfedc5d,6978fc55edc0f6ba1796bf39,262,2,TRUE,1,TRUE,Player 262,41,asymmetric,"",,"","",,non-pretend,"[['1', '1', '1', '0', '0', '1'], ['0', '0', '0', '0', '0', '1'], ['0', '0', '0', '0', '0', '0'], ['0', '0', '0', '0', '1', '0'], ['1', '1', '0', '1', '1', '0'], ['0', '0', '0', '0', '0', '0']]","[[0, 1], [0, 5], [4, 0], [4, 4]]","{'i': [4, 4, 4, 1, 0, 0, 1, 2, 3, 5, 5, 5, 5, 3, 1, 1, 0, 1, 1, 2, 3, 3], 'j': [5, 3, 1, 1, 2, 4, 5, 5, 3, 3, 4, 1, 0, 0, 2, 0, 0, 3, 4, 4, 5, 4], 't': [2130, 3375, 4581, 7205, 8868, 9959, 11604, 13509, 15383, 16388, 17406, 18969, 19489, 20005, 21159, 22014.00000000006, 22747, 25206, 25980, 26687.00000000006, 27339, 27917], 'hit': ['0', '1', '1', '0', '1', '0', '1', '0', '0', '0', '0', '0', '0', '0', '0', '0', '1', '0', '0', '0', '0', '1'], 'b': []}","[['black', 'black', 'black', 'unknown', 'white', 'black'], ['white', 'white', 'white', 'white', 'white', 'black'], ['unknown', 'unknown', 'unknown', 'unknown', 'white', 'white'], ['white', 'unknown', 'unknown', 'white', 'black', 'white'], ['black', 'black', 'unknown', 'black', 'black', 'white'], ['white', 'white', 'unknown', 'white', 'white', 'unknown']]",22,0,10,,10
,instructions,10,310009,0.0-4.0-4.0-1.1,6978f7723afd6296bd3c6be6,62b9c2f1e55fe9f17dfedc5d,6978fc55edc0f6ba1796bf39,262,2,TRUE,1,TRUE,Player 262,41,asymmetric,"[{""""page_index"""":0,""""viewing_time"""":6154}]",6154,"","",,"","","","","",,,,,
,findSquares,11,659457,0.0-4.0-4.0-0.2,6978f7723afd6296bd3c6be6,62b9c2f1e55fe9f17dfedc5d,6978fc55edc0f6ba1796bf39,262,2,TRUE,1,TRUE,Player 262,41,asymmetric,"",,"","",,non-pretend,"[['0', '0', '0', '0', '0', '0'], ['0', '0', '1', '1', '0', '0'], ['0', '0', '1', '0', '0', '0'], ['0', '1', '0', '0', '1', '0'], ['0', '1', '0', '0', '1', '1'], ['0', '1', '0', '0', '1', '0']]","[[1, 2], [4, 4], [5, 1]]","{'i': [4, 4, 4, 5, 5, 3, 1, 1, 1, 0, 0, 2, 2, 4, 3, 3, 2, 2, 3, 4, 3, 2, 5], 'j': [0, 3, 5, 0, 2, 5, 3, 4, 1, 2, 3, 3, 2, 1, 4, 1, 1, 4, 2, 2, 0, 0, 4], 't': [313927.99999999994, 315297.99999999994, 316145.99999999994, 317816.99999999994, 318837.99999999994, 320473.99999999994, 321802.99999999994, 323070.99999999994, 324051.99999999994, 325043.99999999994, 325715.00000000006, 327013.99999999994, 327648.99999999994, 330508.00000000006, 334056.99999999994, 335910.99999999994, 337811.00000000006, 339793.99999999994, 341576.99999999994, 342939.99999999994, 343945.99999999994, 344859.00000000006, 347436.99999999994], 'hit': ['0', '0', '1', '0', '0', '0', '1', '0', '0', '0', '0', '0', '1', '1', '1', '1', '0', '0', '0', '0', '0', '0', '1'], 'b': []}","[['unknown', 'unknown', 'white', 'white', 'unknown', 'unknown'], ['unknown', 'white', 'black', 'black', 'white', 'unknown'], ['white', 'white', 'black', 'white', 'white', 'unknown'], ['white', 'black', 'white', 'unknown', 'black', 'white'], ['white', 'black', 'white', 'white', 'black', 'black'], ['white', 'black', 'white', 'unknown', 'black', 'unknown']]",23,0,10,,9
,instructions,12,667423,0.0-4.0-4.0-1.2,6978f7723afd6296bd3c6be6,62b9c2f1e55fe9f17dfedc5d,6978fc55edc0f6ba1796bf39,262,2,TRUE,1,TRUE,Player 262,41,asymmetric,"[{""""page_index"""":0,""""viewing_time"""":7965.000000000116}]",7965.00000000012,"","",,"","","","","",,,,,
,findSquares,13,699987,0.0-4.0-4.0-0.3,6978f7723afd6296bd3c6be6,62b9c2f1e55fe9f17dfedc5d,6978fc55edc0f6ba1796bf39,262,2,TRUE,1,TRUE,Player 262,41,asymmetric,"",,"","",,non-pretend,"[['0', '0', '0', '0', '0', '0'], ['0', '0', '0', '0', '0', '0'], ['0', '1', '1', '1', '0', '0'], ['0', '0', '1', '0', '0', '1'], ['1', '1', '0', '0', '0', '1'], ['1', '0', '0', '0', '0', '1']]","[[2, 2], [4, 1], [4, 5]]","{'i': [4, 5, 3, 3, 4, 5, 1, 2, 2, 2, 2, 4, 5, 2, 5, 3, 3, 1, 1, 1, 1, 3], 'j': [4, 5, 5, 4, 0, 0, 2, 3, 1, 4, 0, 2, 1, 5, 4, 0, 1, 4, 3, 0, 1, 2], 't': [1596, 2400, 3846, 5132, 7262, 8102, 9954, 10855, 12734, 15012, 16105, 17442, 19016.000000000116, 20125, 22014, 24101, 24792, 26354, 27048, 28304, 29101, 30560], 'hit': ['0', '1', '1', '0', '1', '1', '0', '1', '1', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '1'], 'b': []}","[['unknown', 'unknown', 'unknown', 'unknown', 'unknown', 'unknown'], ['white', 'white', 'white', 'white', 'white', 'unknown'], ['white', 'black', 'black', 'black', 'white', 'white'], ['white', 'white', 'black', 'unknown', 'white', 'black'], ['black', 'black', 'white', 'unknown', 'white', 'black'], ['black', 'white', 'unknown', 'unknown', 'white', 'black']]",22,0,11,,8
,instructions,14,704571,0.0-4.0-4.0-1.3,6978f7723afd6296bd3c6be6,62b9c2f1e55fe9f17dfedc5d,6978fc55edc0f6ba1796bf39,262,2,TRUE,1,TRUE,Player 262,41,asymmetric,"[{""""page_index"""":0,""""viewing_time"""":4582}]",4583,"","",,"","","","","",,,,,
,instructions,15,708160,0.0-4.0-5.0,6978f7723afd6296bd3c6be6,62b9c2f1e55fe9f17dfedc5d,6978fc55edc0f6ba1796bf39,262,2,TRUE,1,TRUE,Player 262,41,asymmetric,"[{""""page_index"""":0,""""viewing_time"""":3587.9999999998836}]",3587.99999999988,"","",,"","","","","",,,,,
,instructions,16,772410,0.0-4.0-6.0-0.0,6978f7723afd6296bd3c6be6,62b9c2f1e55fe9f17dfedc5d,6978fc55edc0f6ba1796bf39,262,2,TRUE,1,TRUE,Player 262,41,asymmetric,"[{""""page_index"""":0,""""viewing_time"""":22368},{""""page_index"""":1,""""viewing_time"""":15619},{""""page_index"""":2,""""viewing_time"""":4089},{""""page_index"""":3,""""viewing_time"""":22173}]",64250,"","",,"","","","","",,,,,
,survey-multi-choice,17,797551,0.0-4.0-6.0-1.0,6978f7723afd6296bd3c6be6,62b9c2f1e55fe9f17dfedc5d,6978fc55edc0f6ba1796bf39,262,2,TRUE,1,TRUE,Player 262,41,asymmetric,"",25140,"{""""Q0"""":""""... find all black cards whilst revealing as <b>few white</b> cards as possible""""}",[0],0,multichoice_reconstruction,"","","","",,,,,
