success,trial_type,trial_index,time_elapsed,internal_node_id,STUDY_ID,PROLIFIC_PID,SESSION_ID,participant_number,reconstruction_instructions,comprehend_reconstruction,nonpretend_instructions,comprehend_np,nickname,bonus,view_history,rt,responses,question_order,correct,test_part,grid,already_clicked,click_log,final_grid_state,num_clicks,cheat,round_points,misses,grid_number,white_cards_reported
1,fullscreen,0,4706,0.0-0.0,6851d3836698db9d924a5473,683f68350856a8abb3a6abe7,6851dd4c245327e02d98eabc,36,1,TRUE,1,TRUE,Player 36,73,"",,"","",,"","","","","",,,,,,
,instructions,1,109360,0.0-1.0,6851d3836698db9d924a5473,683f68350856a8abb3a6abe7,6851dd4c245327e02d98eabc,36,1,TRUE,1,TRUE,Player 36,73,"[{""""page_index"""":0,""""viewing_time"""":25077},{""""page_index"""":1,""""viewing_time"""":14079.5},{""""page_index"""":2,""""viewing_time"""":31777.200000047684},{""""page_index"""":3,""""viewing_time"""":12198.600000023842},{""""page_index"""":4,""""viewing_time"""":21519.599999904633}]",104652.600000024,"","",,"","","","","",,,,,,
,survey-multi-choice,2,156199,0.0-2.0,6851d3836698db9d924a5473,683f68350856a8abb3a6abe7,6851dd4c245327e02d98eabc,36,1,TRUE,1,TRUE,Player 36,73,"",46834.8999999762,"{""""Q0"""":""""... find all black cards whilst revealing as <b>few white<b> cards as possible""""}",[0],1,multichoice_part1,"","","","",,,,,,
,instructions,3,168398,0.0-4.0-0.0,6851d3836698db9d924a5473,683f68350856a8abb3a6abe7,6851dd4c245327e02d98eabc,36,1,TRUE,1,TRUE,Player 36,73,"[{""""page_index"""":0,""""viewing_time"""":12197.399999976158}]",12197.5999999046,"","",,"","","","","",,,,,,
,findSquares,4,195727,0.0-4.0-1.0,6851d3836698db9d924a5473,683f68350856a8abb3a6abe7,6851dd4c245327e02d98eabc,36,1,TRUE,1,TRUE,Player 36,73,"",,"","",,"","[['0', '0', '1', '0'], ['1', '1', '1', '1'], ['1', '1', '1', '0'], ['0', '0', '0', '0']]","[[2, 2]]","{'i': [0, 0, 0, 1, 3, 2, 1, 2, 2, 1, 0, 3, 3, 1], 'j': [0, 3, 2, 2, 2, 1, 1, 0, 3, 3, 1, 1, 0, 0], 't': [2515, 5635, 7030.800000071526, 8629.100000023842, 11127, 12198.200000047684, 13126.600000023842, 16030.800000071526, 18407.800000071526, 19337.600000023842, 21707.700000047684, 23598, 24454.399999976158, 25314.600000023842], 'hit': ['0', '0', '1', '1', '0', '1', '1', '1', '0', '1', '0', '0', '0', '1'], 'b': []}","[['white', 'white', 'black', 'white'], ['black', 'black', 'black', 'black'], ['black', 'black', 'black', 'white'], ['white', 'white', 'white', 'unknown']]",14,0,1,,,
,instructions,5,210661,0.0-4.0-2.0,6851d3836698db9d924a5473,683f68350856a8abb3a6abe7,6851dd4c245327e02d98eabc,36,1,TRUE,1,TRUE,Player 36,73,"[{""""page_index"""":0,""""viewing_time"""":14933.199999928474}]",14933.5,"","",,"","","","","",,,,,,
,instructions,6,324001,0.0-4.0-3.0,6851d3836698db9d924a5473,683f68350856a8abb3a6abe7,6851dd4c245327e02d98eabc,36,1,TRUE,1,TRUE,Player 36,73,"[{""""page_index"""":0,""""viewing_time"""":104099.89999997616},{""""page_index"""":1,""""viewing_time"""":9238.600000023842}]",113338.799999952,"","",,"","","","","",,,,,,
,findSquares,7,348826,0.0-4.0-4.0-0.0,6851d3836698db9d924a5473,683f68350856a8abb3a6abe7,6851dd4c245327e02d98eabc,36,1,TRUE,1,TRUE,Player 36,73,"",,"","",,non-pretend,"[['0', '0', '0', '0', '0', '0'], ['0', '0', '0', '0', '0', '0'], ['0', '0', '1', '1', '0', '0'], ['0', '0', '1', '1', '0', '0'], ['1', '1', '0', '0', '1', '1'], ['1', '0', '0', '0', '0', '1']]","[[2, 2], [4, 1], [4, 5]]","{'i': [2, 1, 3, 3, 4, 5, 5, 4, 5, 3, 5], 'j': [3, 3, 3, 2, 0, 0, 1, 4, 4, 5, 5], 't': [3273.1999999284744, 6020.199999928474, 7674.799999952316, 8664.799999952316, 11041.799999952316, 12137.899999976158, 13141.5, 16886.600000023842, 19157.100000023842, 21693.5, 22816.399999976158], 'hit': ['1', '0', '1', '1', '1', '1', '0', '1', '0', '0', '1'], 'b': []}","[['unknown', 'unknown', 'unknown', 'unknown', 'unknown', 'unknown'], ['unknown', 'unknown', 'unknown', 'white', 'unknown', 'unknown'], ['unknown', 'unknown', 'black', 'black', 'unknown', 'unknown'], ['unknown', 'unknown', 'black', 'black', 'unknown', 'white'], ['black', 'black', 'unknown', 'unknown', 'black', 'black'], ['black', 'white', 'unknown', 'unknown', 'white', 'black']]",11,0,22,,2,
,instructions,8,355958,0.0-4.0-4.0-1.0,6851d3836698db9d924a5473,683f68350856a8abb3a6abe7,6851dd4c245327e02d98eabc,36,1,TRUE,1,TRUE,Player 36,73,"[{""""page_index"""":0,""""viewing_time"""":7131.600000023842}]",7131.79999995232,"","",,"","","","","",,,,,,
,findSquares,9,410316,0.0-4.0-4.0-0.1,6851d3836698db9d924a5473,683f68350856a8abb3a6abe7,6851dd4c245327e02d98eabc,36,1,TRUE,1,TRUE,Player 36,73,"",,"","",,non-pretend,"[['1', '1', '1', '0', '0', '1'], ['0', '0', '0', '0', '0', '1'], ['0', '0', '0', '0', '0', '0'], ['0', '0', '0', '0', '1', '0'], ['1', '1', '0', '1', '1', '0'], ['0', '0', '0', '0', '0', '0']]","[[0, 1], [0, 5], [4, 0], [4, 4]]","{'i': [0, 1, 1, 2, 0, 5, 4, 4, 5, 3, 4, 3, 1, 2, 1, 0, 4, 0, 3], 'j': [4, 5, 4, 5, 0, 4, 5, 3, 0, 0, 1, 3, 0, 2, 1, 2, 2, 3, 4], 't': [2488.2999999523163, 4452.099999904633, 7010.599999904633, 8097, 9807.799999952316, 15431.799999952316, 16467, 17601.699999928474, 19601.799999952316, 21073.099999904633, 21658.099999904633, 33913.199999928474, 35696.299999952316, 39544.699999928474, 40595.699999928474, 41630.199999928474, 46341.39999997616, 48537.39999997616, 52343.699999928474], 'hit': ['0', '1', '0', '0', '1', '0', '0', '1', '0', '0', '1', '0', '0', '0', '0', '1', '0', '0', '1'], 'b': []}","[['black', 'black', 'black', 'white', 'white', 'black'], ['white', 'white', 'unknown', 'unknown', 'white', 'black'], ['unknown', 'unknown', 'white', 'unknown', 'unknown', 'white'], ['white', 'unknown', 'unknown', 'white', 'black', 'unknown'], ['black', 'black', 'white', 'black', 'black', 'white'], ['white', 'unknown', 'unknown', 'unknown', 'white', 'unknown']]",19,0,13,,10,
,instructions,10,414143,0.0-4.0-4.0-1.1,6851d3836698db9d924a5473,683f68350856a8abb3a6abe7,6851dd4c245327e02d98eabc,36,1,TRUE,1,TRUE,Player 36,73,"[{""""page_index"""":0,""""viewing_time"""":3825.7000000476837}]",3826.10000002384,"","",,"","","","","",,,,,,
,findSquares,11,456488,0.0-4.0-4.0-0.2,6851d3836698db9d924a5473,683f68350856a8abb3a6abe7,6851dd4c245327e02d98eabc,36,1,TRUE,1,TRUE,Player 36,73,"",,"","",,non-pretend,"[['0', '0', '0', '0', '0', '0'], ['0', '0', '1', '1', '0', '0'], ['0', '0', '1', '0', '0', '0'], ['0', '1', '0', '0', '1', '0'], ['0', '1', '0', '0', '1', '1'], ['0', '1', '0', '0', '1', '0']]","[[1, 2], [4, 4], [5, 1]]","{'i': [0, 1, 2, 4, 4, 2, 3, 4, 1, 3, 3, 2, 1, 5], 'j': [2, 1, 2, 1, 5, 3, 1, 3, 3, 4, 5, 1, 4, 4], 't': [3822.2000000476837, 4667, 6312.300000071526, 10467.200000047684, 12698.5, 17194.100000023842, 18559, 22662.300000071526, 25896, 29089.100000023842, 35614.89999997616, 37090.300000071526, 38905.10000002384, 40338.5], 'hit': ['0', '0', '1', '1', '1', '0', '1', '0', '1', '1', '0', '0', '0', '1'], 'b': []}","[['unknown', 'unknown', 'white', 'unknown', 'unknown', 'unknown'], ['unknown', 'white', 'black', 'black', 'white', 'unknown'], ['unknown', 'white', 'black', 'white', 'unknown', 'unknown'], ['unknown', 'black', 'unknown', 'unknown', 'black', 'white'], ['unknown', 'black', 'unknown', 'white', 'black', 'black'], ['unknown', 'black', 'unknown', 'unknown', 'black', 'unknown']]",14,0,19,,9,
,instructions,12,460338,0.0-4.0-4.0-1.2,6851d3836698db9d924a5473,683f68350856a8abb3a6abe7,6851dd4c245327e02d98eabc,36,1,TRUE,1,TRUE,Player 36,73,"[{""""page_index"""":0,""""viewing_time"""":3848.5999999046326}]",3849.39999997616,"","",,"","","","","",,,,,,
,findSquares,13,638975,0.0-4.0-4.0-0.3,6851d3836698db9d924a5473,683f68350856a8abb3a6abe7,6851dd4c245327e02d98eabc,36,1,TRUE,1,TRUE,Player 36,73,"",,"","",,non-pretend,"[['0', '0', '0', '0', '0', '0'], ['0', '1', '0', '0', '1', '1'], ['0', '1', '0', '0', '0', '0'], ['0', '0', '0', '0', '0', '1'], ['1', '1', '1', '0', '1', '1'], ['0', '0', '0', '0', '0', '0']]","[[1, 1], [1, 5], [3, 5], [4, 0]]","{'i': [4, 3, 4, 0, 1, 1, 1, 0, 2, 4, 2, 2, 4], 'j': [1, 4, 5, 5, 4, 0, 2, 1, 1, 4, 2, 4, 2], 't': [145954.20000004768, 151032, 151902, 153819.10000002384, 155471.70000004768, 160894.40000009537, 162560.5, 163586.90000009537, 164396.80000007153, 171544, 174663.80000007153, 175661.5, 176616], 'hit': ['1', '0', '1', '0', '1', '0', '0', '0', '1', '1', '0', '0', '1'], 'b': []}","[['unknown', 'white', 'unknown', 'unknown', 'unknown', 'white'], ['white', 'black', 'white', 'unknown', 'black', 'black'], ['unknown', 'black', 'white', 'unknown', 'white', 'unknown'], ['unknown', 'unknown', 'unknown', 'unknown', 'white', 'black'], ['black', 'black', 'black', 'unknown', 'black', 'black'], ['unknown', 'unknown', 'unknown', 'unknown', 'unknown', 'unknown']]",13,0,19,,7,
,instructions,14,642683,0.0-4.0-4.0-1.3,6851d3836698db9d924a5473,683f68350856a8abb3a6abe7,6851dd4c245327e02d98eabc,36,1,TRUE,1,TRUE,Player 36,73,"[{""""page_index"""":0,""""viewing_time"""":3706.2999999523163}]",3706.89999997616,"","",,"","","","","",,,,,,
,instructions,15,651092,0.0-4.0-5.0,6851d3836698db9d924a5473,683f68350856a8abb3a6abe7,6851dd4c245327e02d98eabc,36,1,TRUE,1,TRUE,Player 36,73,"[{""""page_index"""":0,""""viewing_time"""":8408.200000047684}]",8408.39999997616,"","",,"","","","","",,,,,,
,instructions,16,720427,0.0-4.0-6.0-0.0,6851d3836698db9d924a5473,683f68350856a8abb3a6abe7,6851dd4c245327e02d98eabc,36,1,TRUE,1,TRUE,Player 36,73,"[{""""page_index"""":0,""""viewing_time"""":13856.399999976158},{""""page_index"""":1,""""viewing_time"""":30030.5},{""""page_index"""":2,""""viewing_time"""":6171.600000023842},{""""page_index"""":3,""""viewing_time"""":19274.5}]",69333.2999999523,"","",,"","","","","",,,,,,
,survey-multi-choice,17,735378,0.0-4.0-6.0-1.0,6851d3836698db9d924a5473,683f68350856a8abb3a6abe7,6851dd4c245327e02d98eabc,36,1,TRUE,1,TRUE,Player 36,73,"",14948.7999999523,"{""""Q0"""":""""... <b>repeat</b> my clicks from the first round, in the same order""""}",[0],1,multichoice_reconstruction,"","","","",,,,,,
,survey-html-form,18,778021,0.0-4.0-7.0,6851d3836698db9d924a5473,683f68350856a8abb3a6abe7,6851dd4c245327e02d98eabc,36,1,TRUE,1,TRUE,Player 36,73,"",42638,"{""""white_count"""":""""4""""}","",,white_card_report,"","","","",,,,,,4
,instructions,19,802299,0.0-4.0-8.0,6851d3836698db9d924a5473,683f68350856a8abb3a6abe7,6851dd4c245327e02d98eabc,36,1,TRUE,1,TRUE,Player 36,73,"[{""""page_index"""":0,""""viewing_time"""":24276.5}]",24277,"","",,"","","","","",,,,,,
,findSquares,20,840212,0.0-4.0-9.0,6851d3836698db9d924a5473,683f68350856a8abb3a6abe7,6851dd4c245327e02d98eabc,36,1,TRUE,1,TRUE,Player 36,73,"",,"","",,memory,"[['0', '0', '0', '0', '0', '0'], ['0', '0', '0', '0', '0', '0'], ['0', '0', '1', '1', '0', '0'], ['0', '0', '1', '1', '0', '0'], ['1', '1', '0', '0', '1', '1'], ['1', '0', '0', '0', '0', '1']]","[[2, 2], [4, 1], [4, 5]]","{'i': [2, 3, 5, 5, 4, 4, 5, 3, 3, 1, 2, 3, 3, 4, 5], 'j': [3, 5, 5, 4, 4, 0, 1, 1, 0, 2, 4, 3, 2, 2, 0], 't': [9327.299999952316, 11517.799999952316, 12454.199999928474, 14134.5, 15052.099999904633, 18964.199999928474, 19819.599999904633, 21755.899999976158, 22526.5, 24078.899999976158, 26570, 27739.599999904633, 29338.5, 34685, 35899.5], 'hit': ['1', '0', '1', '0', '1', '1', '0', '0', '0', '0', '0', '1', '1', '0', '1'], 'b': []}","[['unknown', 'unknown', 'unknown', 'unknown', 'unknown', 'unknown'], ['unknown', 'unknown', 'white', 'unknown', 'unknown', 'unknown'], ['unknown', 'unknown', 'black', 'black', 'white', 'unknown'], ['white', 'white', 'black', 'black', 'unknown', 'white'], ['black', 'black', 'white', 'unknown', 'black', 'black'], ['black', 'white', 'unknown', 'unknown', 'white', 'black']]",15,0,18,,2,
,survey-text,21,851040,0.0-4.0-10.0,6851d3836698db9d924a5473,683f68350856a8abb3a6abe7,6851dd4c245327e02d98eabc,36,1,TRUE,1,TRUE,Player 36,73,"",10821,"{""""worker_comments"""":""""""""}","",,"","","","","",,,,,,
,instructions,22,871740,0.0-4.0-11.0,6851d3836698db9d924a5473,683f68350856a8abb3a6abe7,6851dd4c245327e02d98eabc,36,1,TRUE,1,TRUE,Player 36,73,"[{""""page_index"""":0,""""viewing_time"""":20698.300000071526}]",20698.8000000715,"","",,"","","","","",,,,,,
1,fullscreen,0,4465,0.0-0.0,6851d3836698db9d924a5473,5838861383a1cc0001f3f258,6851d42b19c7e315d9b69830,22,1,TRUE,1,TRUE,Player 22,56,"",,"","",,"","","","","",,,,,,
,instructions,1,54332,0.0-1.0,6851d3836698db9d924a5473,5838861383a1cc0001f3f258,6851d42b19c7e315d9b69830,22,1,TRUE,1,TRUE,Player 22,56,"[{""""page_index"""":0,""""viewing_time"""":18430.400000095367},{""""page_index"""":1,""""viewing_time"""":13274.900000095367},{""""page_index"""":2,""""viewing_time"""":12430.699999809265},{""""page_index"""":3,""""viewing_time"""":5728.800000190735}]",49865.3000001907,"","",,"","","","","",,,,,,
,survey-multi-choice,2,62889,0.0-2.0,6851d3836698db9d924a5473,5838861383a1cc0001f3f258,6851d42b19c7e315d9b69830,22,1,TRUE,1,TRUE,Player 22,56,"",8554.09999990463,"{""""Q0"""":""""... find all black cards whilst revealing as <b>few white<b> cards as possible""""}",[0],1,multichoice_part1,"","","","",,,,,,
,instructions,3,66622,0.0-4.0-0.0,6851d3836698db9d924a5473,5838861383a1cc0001f3f258,6851d42b19c7e315d9b69830,22,1,TRUE,1,TRUE,Player 22,56,"[{""""page_index"""":0,""""viewing_time"""":3731.7000000476837}]",3732.40000009537,"","",,"","","","","",,,,,,
,findSquares,4,92459,0.0-4.0-1.0,6851d3836698db9d924a5473,5838861383a1cc0001f3f258,6851d42b19c7e315d9b69830,22,1,TRUE,1,TRUE,Player 22,56,"",,"","",,"","[['0', '0', '1', '0'], ['1', '1', '1', '1'], ['1', '1', '1', '0'], ['0', '0', '0', '0']]","[[2, 2]]","{'i': [0, 1, 3, 2, 2, 1, 0, 1, 0, 2, 3, 3, 0, 1], 'j': [2, 2, 2, 1, 0, 0, 0, 1, 1, 3, 1, 0, 3, 3], 't': [2738.399999856949, 4178.899999856949, 6477.899999856949, 7862.200000047684, 9690.700000047684, 10970.299999952316, 12577.099999904633, 13927.700000047684, 15202, 17576.700000047684, 19143.89999985695, 21238.89999985695, 22586.799999952316, 23809.700000047684], 'hit': ['1', '1', '0', '1', '1', '1', '0', '1', '0', '0', '0', '0', '0', '1'], 'b': []}","[['white', 'white', 'black', 'white'], ['black', 'black', 'black', 'black'], ['black', 'black', 'black', 'white'], ['white', 'white', 'white', 'unknown']]",14,0,1,,,
,instructions,5,98118,0.0-4.0-2.0,6851d3836698db9d924a5473,5838861383a1cc0001f3f258,6851d42b19c7e315d9b69830,22,1,TRUE,1,TRUE,Player 22,56,"[{""""page_index"""":0,""""viewing_time"""":5657.700000047684}]",5658,"","",,"","","","","",,,,,,
,instructions,6,132608,0.0-4.0-3.0,6851d3836698db9d924a5473,5838861383a1cc0001f3f258,6851d42b19c7e315d9b69830,22,1,TRUE,1,TRUE,Player 22,56,"[{""""page_index"""":0,""""viewing_time"""":30969.699999809265},{""""page_index"""":1,""""viewing_time"""":3518.600000143051}]",34488.899999857,"","",,"","","","","",,,,,,
,findSquares,7,165538,0.0-4.0-4.0-0.0,6851d3836698db9d924a5473,5838861383a1cc0001f3f258,6851d42b19c7e315d9b69830,22,1,TRUE,1,TRUE,Player 22,56,"",,"","",,non-pretend,"[['1', '1', '0', '0', '1', '1'], ['0', '0', '0', '0', '0', '0'], ['0', '0', '0', '0', '0', '0'], ['1', '0', '0', '0', '0', '1'], ['1', '1', '0', '0', '1', '1'], ['0', '0', '0', '0', '0', '0']]","[[0, 1], [0, 5], [4, 0], [4, 4]]","{'i': [0, 1, 0, 1, 0, 0, 1, 1, 5, 3, 4, 4, 4, 3, 3, 5, 5, 3], 'j': [2, 1, 0, 0, 4, 3, 5, 4, 4, 4, 5, 3, 1, 0, 1, 0, 5, 5], 't': [3801.899999856949, 4978.5, 6437.799999952316, 7707.599999904633, 9303.799999952316, 11090.599999904633, 12299.200000047684, 13493.200000047684, 16103, 17332.89999985695, 18590.200000047684, 20048.799999952316, 21670.700000047684, 23468.700000047684, 25459.5, 27915.799999952316, 29635.799999952316, 30924.89999985695], 'hit': ['0', '0', '1', '0', '1', '0', '0', '0', '0', '0', '1', '0', '1', '1', '0', '0', '0', '1'], 'b': []}","[['black', 'black', 'white', 'white', 'black', 'black'], ['white', 'white', 'unknown', 'unknown', 'white', 'white'], ['unknown', 'unknown', 'unknown', 'unknown', 'unknown', 'unknown'], ['black', 'white', 'unknown', 'unknown', 'white', 'black'], ['black', 'black', 'unknown', 'white', 'black', 'black'], ['white', 'unknown', 'unknown', 'unknown', 'white', 'white']]",18,0,14,,4,
,instructions,8,168364,0.0-4.0-4.0-1.0,6851d3836698db9d924a5473,5838861383a1cc0001f3f258,6851d42b19c7e315d9b69830,22,1,TRUE,1,TRUE,Player 22,56,"[{""""page_index"""":0,""""viewing_time"""":2824.9000000953674}]",2825.60000014305,"","",,"","","","","",,,,,,
,findSquares,9,202705,0.0-4.0-4.0-0.1,6851d3836698db9d924a5473,5838861383a1cc0001f3f258,6851d42b19c7e315d9b69830,22,1,TRUE,1,TRUE,Player 22,56,"",,"","",,non-pretend,"[['0', '0', '0', '0', '0', '0'], ['0', '1', '0', '0', '1', '1'], ['0', '1', '0', '0', '0', '0'], ['0', '0', '0', '0', '0', '1'], ['1', '1', '1', '0', '1', '1'], ['0', '0', '0', '0', '0', '0']]","[[1, 1], [1, 5], [3, 5], [4, 0]]","{'i': [0, 1, 1, 0, 1, 1, 2, 3, 4, 4, 5, 3, 4, 4, 0, 3, 4], 'j': [5, 4, 3, 1, 0, 2, 1, 0, 1, 5, 5, 4, 4, 3, 4, 1, 2], 't': [4643.900000095367, 5852, 7799.5, 10205.299999952316, 11471.799999952316, 12817.799999952316, 14149.5, 16732.10000014305, 18126.400000095367, 20832, 22213.10000014305, 23417.200000047684, 24690.299999952316, 27278.799999952316, 28745.799999952316, 31057.799999952316, 32324.200000047684], 'hit': ['0', '1', '0', '0', '0', '0', '1', '0', '1', '1', '0', '0', '1', '0', '0', '0', '1'], 'b': []}","[['unknown', 'white', 'unknown', 'unknown', 'white', 'white'], ['white', 'black', 'white', 'white', 'black', 'black'], ['unknown', 'black', 'unknown', 'unknown', 'unknown', 'unknown'], ['white', 'white', 'unknown', 'unknown', 'white', 'black'], ['black', 'black', 'black', 'white', 'black', 'black'], ['unknown', 'unknown', 'unknown', 'unknown', 'unknown', 'white']]",17,0,15,,7,
,instructions,10,205881,0.0-4.0-4.0-1.1,6851d3836698db9d924a5473,5838861383a1cc0001f3f258,6851d42b19c7e315d9b69830,22,1,TRUE,1,TRUE,Player 22,56,"[{""""page_index"""":0,""""viewing_time"""":3172.899999856949}]",3173.59999990463,"","",,"","","","","",,,,,,
,findSquares,11,242518,0.0-4.0-4.0-0.2,6851d3836698db9d924a5473,5838861383a1cc0001f3f258,6851d42b19c7e315d9b69830,22,1,TRUE,1,TRUE,Player 22,56,"",,"","",,non-pretend,"[['0', '0', '0', '0', '0', '0'], ['0', '0', '1', '1', '0', '0'], ['0', '0', '1', '0', '0', '0'], ['0', '1', '0', '0', '1', '0'], ['0', '1', '0', '0', '1', '1'], ['0', '1', '0', '0', '1', '0']]","[[1, 2], [4, 4], [5, 1]]","{'i': [0, 1, 2, 4, 4, 4, 4, 5, 5, 5, 3, 3, 2, 5, 1, 0, 2, 1, 3, 2, 3], 'j': [2, 1, 2, 5, 1, 2, 0, 2, 0, 5, 5, 4, 4, 4, 3, 3, 3, 4, 2, 1, 1], 't': [2482.7999999523163, 3533.5, 4652.599999904633, 6884, 8750.900000095367, 11293.799999952316, 12615.700000047684, 14620.599999904633, 16032.599999904633, 17343, 18585.5, 19902.200000047684, 21622.900000095367, 23016.099999904633, 25085.900000095367, 26669.200000047684, 28699.599999904633, 30033.099999904633, 31506.200000047684, 32677.700000047684, 34621.799999952316], 'hit': ['0', '0', '1', '1', '1', '0', '0', '0', '0', '0', '0', '1', '0', '1', '1', '0', '0', '0', '0', '0', '1'], 'b': []}","[['unknown', 'unknown', 'white', 'white', 'unknown', 'unknown'], ['unknown', 'white', 'black', 'black', 'white', 'unknown'], ['unknown', 'white', 'black', 'white', 'white', 'unknown'], ['unknown', 'black', 'white', 'unknown', 'black', 'white'], ['white', 'black', 'white', 'unknown', 'black', 'black'], ['white', 'black', 'white', 'unknown', 'black', 'white']]",21,0,12,,9,
,instructions,12,244742,0.0-4.0-4.0-1.2,6851d3836698db9d924a5473,5838861383a1cc0001f3f258,6851d42b19c7e315d9b69830,22,1,TRUE,1,TRUE,Player 22,56,"[{""""page_index"""":0,""""viewing_time"""":2223.2999999523163}]",2224.19999980927,"","",,"","","","","",,,,,,
,findSquares,13,277284,0.0-4.0-4.0-0.3,6851d3836698db9d924a5473,5838861383a1cc0001f3f258,6851d42b19c7e315d9b69830,22,1,TRUE,1,TRUE,Player 22,56,"",,"","",,non-pretend,"[['0', '0', '0', '0', '0', '0'], ['0', '0', '0', '0', '0', '0'], ['0', '1', '1', '1', '0', '0'], ['0', '0', '1', '0', '0', '1'], ['1', '1', '0', '0', '0', '1'], ['1', '0', '0', '0', '0', '1']]","[[2, 2], [4, 1], [4, 5]]","{'i': [2, 4, 3, 1, 2, 4, 2, 4, 5, 5, 5, 5, 2, 1, 1, 2, 3, 3], 'j': [1, 0, 5, 2, 3, 4, 5, 2, 1, 0, 5, 4, 0, 1, 3, 4, 3, 2], 't': [2108.2000000476837, 4656, 6446, 9125.400000095367, 10282.400000095367, 12345.300000190735, 13811.5, 15082.100000143051, 16291, 18304.5, 20265.5, 22269.5, 23605.10000014305, 24745.5, 26122.700000047684, 27405.200000047684, 28819.300000190735, 30526.200000047684], 'hit': ['1', '1', '1', '0', '1', '0', '0', '0', '0', '1', '1', '0', '0', '0', '0', '0', '0', '1'], 'b': []}","[['unknown', 'unknown', 'unknown', 'unknown', 'unknown', 'unknown'], ['unknown', 'white', 'white', 'white', 'unknown', 'unknown'], ['white', 'black', 'black', 'black', 'white', 'white'], ['unknown', 'unknown', 'black', 'white', 'unknown', 'black'], ['black', 'black', 'white', 'unknown', 'white', 'black'], ['black', 'white', 'unknown', 'unknown', 'white', 'black']]",18,0,15,,8,
,instructions,14,279621,0.0-4.0-4.0-1.3,6851d3836698db9d924a5473,5838861383a1cc0001f3f258,6851d42b19c7e315d9b69830,22,1,TRUE,1,TRUE,Player 22,56,"[{""""page_index"""":0,""""viewing_time"""":2336.7999999523163}]",2337.10000014305,"","",,"","","","","",,,,,,
,instructions,15,282447,0.0-4.0-5.0,6851d3836698db9d924a5473,5838861383a1cc0001f3f258,6851d42b19c7e315d9b69830,22,1,TRUE,1,TRUE,Player 22,56,"[{""""page_index"""":0,""""viewing_time"""":2824.100000143051}]",2824.70000004768,"","",,"","","","","",,,,,,
,instructions,16,315574,0.0-4.0-6.0-0.0,6851d3836698db9d924a5473,5838861383a1cc0001f3f258,6851d42b19c7e315d9b69830,22,1,TRUE,1,TRUE,Player 22,56,"[{""""page_index"""":0,""""viewing_time"""":4680.699999809265},{""""page_index"""":1,""""viewing_time"""":13803.900000095367},{""""page_index"""":2,""""viewing_time"""":1830},{""""page_index"""":3,""""viewing_time"""":12810.599999904633}]",33125.7999999523,"","",,"","","","","",,,,,,
,survey-multi-choice,17,321892,0.0-4.0-6.0-1.0,6851d3836698db9d924a5473,5838861383a1cc0001f3f258,6851d42b19c7e315d9b69830,22,1,TRUE,1,TRUE,Player 22,56,"",6315.5,"{""""Q0"""":""""... <b>repeat</b> my clicks from the first round, in the same order""""}",[0],1,multichoice_reconstruction,"","","","",,,,,,
,survey-html-form,18,335268,0.0-4.0-7.0,6851d3836698db9d924a5473,5838861383a1cc0001f3f258,6851d42b19c7e315d9b69830,22,1,TRUE,1,TRUE,Player 22,56,"",13372.4000000954,"{""""white_count"""":""""12""""}","",,white_card_report,"","","","",,,,,,12
,instructions,19,350452,0.0-4.0-8.0,6851d3836698db9d924a5473,5838861383a1cc0001f3f258,6851d42b19c7e315d9b69830,22,1,TRUE,1,TRUE,Player 22,56,"[{""""page_index"""":0,""""viewing_time"""":15181.799999952316}]",15182.0999999046,"","",,"","","","","",,,,,,
,findSquares,20,392794,0.0-4.0-9.0,6851d3836698db9d924a5473,5838861383a1cc0001f3f258,6851d42b19c7e315d9b69830,22,1,TRUE,1,TRUE,Player 22,56,"",,"","",,memory,"[['1', '1', '0', '0', '1', '1'], ['0', '0', '0', '0', '0', '0'], ['0', '0', '0', '0', '0', '0'], ['1', '0', '0', '0', '0', '1'], ['1', '1', '0', '0', '1', '1'], ['0', '0', '0', '0', '0', '0']]","[[0, 1], [0, 5], [4, 0], [4, 4]]","{'i': [0, 0, 1, 1, 1, 0, 1, 3, 3, 4, 4, 5, 3, 4, 3], 'j': [0, 2, 2, 1, 5, 4, 4, 0, 1, 1, 2, 1, 4, 5, 5], 't': [4012.0999999046326, 13250.799999952316, 14938.599999904633, 16615.799999952316, 18832.200000047684, 20150.39999985695, 24489.200000047684, 27013.599999904633, 29545.700000047684, 30938.200000047684, 32198.700000047684, 34409.89999985695, 37905.700000047684, 39203.799999952316, 40334.5], 'hit': ['1', '0', '0', '0', '0', '1', '0', '1', '0', '1', '0', '0', '0', '1', '1'], 'b': []}","[['black', 'black', 'white', 'unknown', 'black', 'black'], ['unknown', 'white', 'white', 'unknown', 'white', 'white'], ['unknown', 'unknown', 'unknown', 'unknown', 'unknown', 'unknown'], ['black', 'white', 'unknown', 'unknown', 'white', 'black'], ['black', 'black', 'white', 'unknown', 'black', 'black'], ['unknown', 'white', 'unknown', 'unknown', 'unknown', 'unknown']]",15,0,17,,4,
,survey-text,21,421522,0.0-4.0-10.0,6851d3836698db9d924a5473,5838861383a1cc0001f3f258,6851d42b19c7e315d9b69830,22,1,TRUE,1,TRUE,Player 22,56,"",28725.0999999046,"{""""worker_comments"""":""""it was fun and the last one was challenging""""}","",,"","","","","",,,,,,
